"Number","Part No.","Part description","Free text","Vendor part no.","Group number","Group name","Quantity","Lot","Total","Tax","Total including tax","Unit cost","Currency","Total (in currency)","Tax (in currency)","Total including tax (in currency)","Unit cost (in currency)","Status","Product status","Created by","Created","Expected date","Arrival date","Order ID","Order date","Invoice ID","Invoice date","Due date","Shipped on","Delay","Vendor number","Vendor name","PO free text","B.W.E. Job ID","PO Emailed","Attention","NOTES","ACCOUNT","Notes","BWE added value cost","Buy Price","Supplier 1","S1 Buy price","Vender Part Number","Supplier 2","S2 Buy Price","Vender 2 Part Number","Sell Price"
"PO00077","PAC_FVLNT_002","FVL NT TB 1800 PACKING CRATE",,,"AG00004.1","Vaclift",1,"L00436",0,0,0,0,"AUD",0,0,0,0,"Received","Received","David C","12/08/2025","26/08/2025","01/10/2025",,"22/08/2025",00010460,"01/10/2025","01/10/2025",,36,"V00290","NERANG CABINETS",,0,,,,,,,,,,,,,,
"PO00077","PAC_FVLPR_001 - FVLPR TB_2280","FVLPR TB 2280 PACKING CRATE",,,"AG00004.1","Vaclift",1,"L00434",550,55,605,550,"AUD",550,55,605,550,"Received","Received","David C","12/08/2025","26/08/2025","01/10/2025",,"22/08/2025",00010460,"01/10/2025","01/10/2025",,36,"V00290","NERANG CABINETS",,0,,,,,,,,,,,,,,
"PO00075","A0000590","2.4MM COLLET TO SUIT WP-17V TIG TORCH",,,"AG000011","WORKSHOP GENERAL SUPPLIES",5,"L00429",16.4,1.64,18.04,3.28,"$",16.4,1.64,18.04,3.28,"Received","Received","David C","12/08/2025","13/08/2025","12/08/2025",,"12/08/2025",00035168,"12/08/2025","12/08/2025",,0,"V00259","GOLD COAST WELDING SUPPLIES",,,,,,,,,,,,,,,,
"PO00075","A0000591","ALUMINIUM FILLER WIRE 2.4MM 2KG PACK",,,"AG000011","WORKSHOP GENERAL SUPPLIES",2,"L00430",44.8,4.48,49.28,22.4,"$",44.8,4.48,49.28,22.4,"Received","Received","David C","12/08/2025","13/08/2025","12/08/2025",,"12/08/2025",00035168,"12/08/2025","12/08/2025",,0,"V00259","GOLD COAST WELDING SUPPLIES",,,,,,,,,,,,,,,,
"PO00075","A0000592","1.6MM COLLET TO SUIT WP-17V TIG TORCH",,,"AG000011","WORKSHOP GENERAL SUPPLIES",5,"L00431",16.4,1.64,18.04,3.28,"$",16.4,1.64,18.04,3.28,"Received","Received","David C","12/08/2025","13/08/2025","12/08/2025",,"12/08/2025",00035168,"12/08/2025","12/08/2025",,0,"V00259","GOLD COAST WELDING SUPPLIES",,,,,,,,,,,,,,,,
"PO00074","ROTB_65_101_040_001","Rotator Bearing to Suit TB65 40mm L Weldment","ZINCPLATE",,"AG00004.1","Vaclift",20,,20,2,22,1,"$",20,2,22,1,"Received","Received","David C","12/08/2025","29/08/2025","04/09/2025",,"18/08/2025",21684,"04/09/2025","09/09/2025",,6,"V00122","GOLD COAST ELECTROPLATING",,"STOCK","Y","DAVID C",,,,,,,,,,,,
"PO00074","TB065_2280_001_REV A","Tool Bar 2280 L to Suit Frame 570 W RHS 70 L CTS 1000 kg W.L.L.","ZINCPLATE",,"AG00004.1","Vaclift",10,,30,3,33,3,"$",30,3,33,3,"Received","Received","David C","12/08/2025","29/08/2025","04/09/2025",,"18/08/2025",21684,"04/09/2025","09/09/2025",,6,"V00122","GOLD COAST ELECTROPLATING",,"STOCK","Y","DAVID C",,,,,,,,,,,,
"PO00071","A0000587","M24NZ",,"M24NZ","AG00004.1","Vaclift",16,"L00404",14,1.4,15.4,0.875,"$",14,1.4,15.4,0.875,"Received","Received","Admin","11/08/2025","11/08/2025","06/08/2025",,"06/08/2025","INV-45531","06/08/2025","30/09/2025",,0,"V00128","BUILD IT FASTENERS",,,,,,,,,0.875,"BUILD IT FASTENERS",,,,,,
"PO00071","A0000588","M24WZP - M24 WASHER Z/P",,"M24WZP","AG00004.1","Vaclift",16,"L00405",6.4,0.64,7.04,0.4,"$",6.4,0.64,7.04,0.4,"Received","Received","Admin","11/08/2025","11/08/2025","06/08/2025",,"06/08/2025","INV-45531","06/08/2025","30/09/2025",,0,"V00128","BUILD IT FASTENERS",,,,,,,,,0.40,"BUILD IT FASTENERS",,,,,,
"PO00070","A0000584","8518 PROTECTION TAPE 120MMX90M",,8590,"AG00004","Blue Water Engineering",2,"L00401",100.52,10.05,110.57,50.26,"$",100.52,10.05,110.57,50.26,"Received","Received","Admin","11/08/2025","11/08/2025","07/08/2025",,"05/08/2025","IN487444","07/08/2025","30/09/2025",,0,"V00113","ABL DISTRIBUTION",,"STOCK","Y","DAVID C",,,,,50.26,"ABL DISTRIBUTION",,,,,,
"PO00070","A0000585","18099 BLACK MAXSTRETCH XTREME 500MMX300M 15UM",,18099,"AG00004","Blue Water Engineering",10,"L00402",212.5,21.25,233.75,21.25,"$",212.5,21.25,233.75,21.25,"Received","Received","Admin","11/08/2025","11/08/2025","07/08/2025",,"05/08/2025","IN487444","07/08/2025","30/09/2025",,0,"V00113","ABL DISTRIBUTION",,"STOCK","Y","DAVID C",,,,,21.25,"ABL DISTRIBUTION",,,,,,
"PO00070","A0000586","1805 BLACK BUNDLING FILM 100MMX250M 20UM CAST",,1805,"AG00004","Blue Water Engineering",10,"L00403",89.5,8.95,98.45,8.95,"$",89.5,8.95,98.45,8.95,"Received","Received","Admin","11/08/2025","11/08/2025","07/08/2025",,"05/08/2025","IN487444","07/08/2025","30/09/2025",,0,"V00113","ABL DISTRIBUTION",,"STOCK","Y","DAVID C",,,,,8.95,"ABL DISTRIBUITORS",,,,,,
"PO00069","A0000583","BWE-ANG 100X100X12MM ANGLE","CUT OFF 500MM OF 100X100X12MM ANGLE",,"AG00004","Blue Water Engineering",1,"L00400",120,12,132,120,"AUD",120,12,132,120,"Received","Received","Admin","11/08/2025","11/08/2025","07/08/2025",,"05/08/2025",23131,"07/08/2025","30/09/2025",,0,"V00279","SOUTHERN STAINLESS",,"STOCK","Y","DAVID C",,"Y",,,120.00,"SOUTHERN STAINLESS",,,,,,
"PO00068","A0000582","APL508351224",,,"AG00009.10","Material Raw Sheet & Plate Aluminium",4,"L00398",1180,118,1298,295,"$",1180,118,1298,295,"Received","Received","Admin","08/08/2025","08/08/2025","06/08/2025",,"31/07/2025","012532IB","05/08/2025","30/09/2025",,0,"V00105","TSM - THE STEEL MARKET PTY. LTD",,"STOCK","Y","DAVID C",,"Y",,,295.00,"THE STEEL MARKET",,,,,,
"PO00068","A00141","FREIGHT INWARD",,,"AG00011","FREIGHT INWARD",1,"L00399",45,4.5,49.5,45,"$",45,4.5,49.5,45,"Received","Received","Admin","08/08/2025","08/08/2025","06/08/2025",,"31/07/2025","012532IB","05/08/2025","30/09/2025",,0,"V00105","TSM - THE STEEL MARKET PTY. LTD",,"STOCK","Y","DAVID C",,"Y",,,,,,,,,,
"PO00067","A0000580","VARIO 15 SILICONE RUBBER - 5.50KG","VARIO 15 SILICONE RUBBER - 5.50KG",,"AG00004.1","Vaclift",1,"L00396",352,35.2,387.2,352,"AUD",352,35.2,387.2,352,"Received","Received","Admin","08/08/2025","08/08/2025","11/08/2025",,"08/08/2025",401912,"08/08/2025","09/08/2025",,3,"V00307","BARNES MOULDING AND CASTING SUPPLIES",,,,,,,,,352.00,"BARNES MOULDING AND CASTING SUPPLIES",,,,,,
"PO00067","A0000581","SILICONE PIGMENTS 50GM - LIGHT BLUE","SILICONE PIGMENTS 50GM - LIGHT BLUE",,"AG00004.1","Vaclift",1,"L00397",17.75,1.78,19.53,17.75,"AUD",17.75,1.78,19.53,17.75,"Received","Received","Admin","08/08/2025","08/08/2025","11/08/2025",,"08/08/2025",401912,"08/08/2025","09/08/2025",,3,"V00307","BARNES MOULDING AND CASTING SUPPLIES",,,,,,,,,17.60,"BARNES MOULDING & CASTING SUPPLIES",,,,,,
"PO00066","A0000579","SDH10016G16 - 10-16X16 SELF DRILL HEX WASHER HEAD",,,"AG00004.1","Vaclift",100,"L00370",3,0.3,3.3,0.03,"AUD",3,0.3,3.3,0.03,"Received","Received","Admin","08/08/2025","08/08/2025","08/08/2025",,"07/08/2025","INV-45602","07/08/2025","30/09/2025",,0,"V00128","BUILD IT FASTENERS",,"STOCK","Y","DAVID C",,,,,0.03,"BUILD IT FASTENERS",,,,,,
"PO00065","A0000571","CFRC160X10 RADIUS CNR BARE",,"CFRC160X10","AG00004","Blue Water Engineering",4,"L00341",1224,122.4,1346.4,306,"AUD",1224,122.4,1346.4,306,"Received","Received","Admin","07/08/2025","07/08/2025","08/08/2025",,"05/08/2025","PF 134028","05/08/2025","06/08/2025",,1,"V00120","GWS (GEORGE WESTON AND SONS)",,,,,,,,,306.00,"GWS (GEORGE WESTON AND SONS",,,,,,
"PO00065","A00141","FREIGHT INWARD",,,"AG00011","FREIGHT INWARD",1,"L00342",90,9,99,90,"AUD",90,9,99,90,"Received","Received","Admin","07/08/2025","07/08/2025","08/08/2025",,"05/08/2025","PF 134028","05/08/2025","06/08/2025",,1,"V00120","GWS (GEORGE WESTON AND SONS)",,,,,,,,,,,,,,,,
"PO00064","A0000450-del1769723745","22.3KG PLAIN CARBON RAIL JIS E1103 12.19M ID 102438",,102438,"AG00004","Blue Water Engineering",2,"L00335",5118.7,511.87,5630.57,2559.35,"AUD",5118.7,511.87,5630.57,2559.35,"Received","Received","Admin","07/08/2025","07/08/2025","13/08/2025",,"31/07/2025",23676062,"31/07/2025","08/08/2025","13/08/2025",6,"V00125","INFRABUILD STEEL CENTRE",,,,,,,,,2559.35,"INFRABUILD STEEL  CENTRE",,,,,,
"PO00064","A00141","FREIGHT INWARD","DELIVERY",,"AG00011","FREIGHT INWARD",1,"L00336",93,9.3,102.3,93,"AUD",93,9.3,102.3,93,"Received","Received","Admin","07/08/2025","07/08/2025","13/08/2025",,"31/07/2025",23676062,"31/07/2025","08/08/2025","13/08/2025",6,"V00125","INFRABUILD STEEL CENTRE",,,,,,,,,,,,,,,,
"PO00063","A0000567","PE080020BKXL NEOFOAM PE80 SHEET (20MM THICK, BLACK, 2400 X 1200MM)",,,"AG00004","Blue Water Engineering",1,"L00334",142.77,14.28,157.05,142.77,"AUD",142.77,14.28,157.05,142.77,"Received","Received","Admin","05/08/2025","05/08/2025","16/08/2025",,"05/08/2025","INV01686","05/08/2025","06/08/2025","11/08/2025",11,"V00308","PJ BOWERS PTY LTD",,,,,,,,,142.77,"PJ BOWERS",,,,,,
"PO00062","A00141","FREIGHT INWARD",,,"AG00011","FREIGHT INWARD",1,"L00459",23.45,2.35,25.8,23.45,"$",23.45,2.35,25.8,23.45,"Received","Received","David C","05/08/2025","14/08/2025","14/08/2025",,"12/08/2025","1802591 1802593","12/08/2025","18/08/2025",,0,"V00042","ALTRONICS",,"STOCK","Y","DAVID C",,,,,,,,,,,,
"PO00062","VLPE-007","Battery 12V 38AH","ALTRONICS S4563 IS A 40AH","S4563","AG00005.3","Electrical",3,"L00324",315,31.5,346.5,105,"$",315,31.5,346.5,105,"Received","Received","David C","05/08/2025","05/08/2025","14/08/2025",,"12/08/2025","1802591 1802593","12/08/2025","18/08/2025",,9,"V00042","ALTRONICS",,"STOCK","Y","DAVID C",,,,,"$174.95","battery central southport",,,"altronics","'-","S4563",
"PO00062","VLPE-008","Battery 12V 1.2AH",,"S4517","AG00005.3","Electrical",3,"L00325",34.8,3.48,38.28,11.6,"$",34.8,3.48,38.28,11.6,"Received","Received","David C","05/08/2025","05/08/2025","14/08/2025",,"12/08/2025","1802591 1802593","12/08/2025","18/08/2025",,9,"V00042","ALTRONICS",,"STOCK","Y","DAVID C",,,,,"$15.70","battery central southport",,,"altronics","'-","S4517",
"PO00062","VLPE-024","3pin plug XLR female chassis (control box)charger",,"PO850","AG00005.3","Electrical",10,"L00326",69.8,6.98,76.78,6.98,"$",69.8,6.98,76.78,6.98,"Received","Received","David C","05/08/2025","05/08/2025","14/08/2025",,"12/08/2025","1802591 1802593","12/08/2025","18/08/2025",,9,"V00042","ALTRONICS",,"STOCK","Y","DAVID C",,,,,"$5.66","Altronics",,"P0850","Electus","'-","PS1054",
"PO00062","VLPE-030","Buzzer (small) for pendant",,"S6109","AG00005.3","Electrical",12,"L00327",25.8,2.58,28.38,2.15,"$",25.8,2.58,28.38,2.15,"Received","Received","David C","05/08/2025","05/08/2025","14/08/2025",,"12/08/2025","1802591 1802593","12/08/2025","18/08/2025",,9,"V00042","ALTRONICS",,"STOCK","Y","DAVID C",,,,,"$3.95","altronics",,"S6109","electus","'-","AB-3462",
"PO00062","VLPE-087","Socket PCB 12way vertical dinkle 5.08",,"S2582","AG00005.3","Electrical",12,"L00328",12.36,1.24,13.6,1.03,"$",12.36,1.24,13.6,1.03,"Received","Received","David C","05/08/2025","05/08/2025","14/08/2025",,"12/08/2025","1802591 1802593","12/08/2025","18/08/2025",,9,"V00042","ALTRONICS",,"STOCK","Y","DAVID C",,,,,".96c","Alltronics",,,"'-","'-",,
"PO00062","VLPE-089","housing 2.54 2 way beige",,"P5472","AG00005.3","Electrical",30,"L00329",1.05,0.11,1.16,0.035,"$",1.05,0.11,1.16,0.035,"Received","Received","David C","05/08/2025","05/08/2025","14/08/2025",,"12/08/2025","1802591 1802593","12/08/2025","18/08/2025",,9,"V00042","ALTRONICS",,"STOCK","Y","DAVID C",,,,,".50c",,,,"www.techbrands.com","'-",,
"PO00062","VLPE-090","header 2.54 2 way beige PCB straight",,"P5492","AG00005.3","Electrical",30,"L00330",1.62,0.16,1.78,0.054,"$",1.62,0.16,1.78,0.054,"Received","Received","David C","05/08/2025","05/08/2025","14/08/2025",,"12/08/2025","1802591 1802593","12/08/2025","18/08/2025",,9,"V00042","ALTRONICS",,"STOCK","Y","DAVID C",,,,,".12c",,,,"www.techbrands.com","'-",,
"PO00062","VLPE-096","Switch push mom DPDT 3A (test board)",,"S1392","AG00005.3","Electrical",10,"L00331",47.9,4.79,52.69,4.79,"$",47.9,4.79,52.69,4.79,"Received","Received","David C","05/08/2025","05/08/2025","14/08/2025",,"12/08/2025","1802591 1802593","12/08/2025","18/08/2025",,9,"V00042","ALTRONICS",,"STOCK","Y","DAVID C",,,,,"$5.68",,,,"www.altronics.com.au","'-",,
"PO00062","VLPE-097","Spacer Metal tapped M3x20mm PCB mount",,"H1251","AG00005.3","Electrical",100,"L00333",39.44,3.94,43.38,0.3944,"$",39.44,3.94,43.38,0.3944,"Received","Received","David C","05/08/2025","05/08/2025","14/08/2025",,"12/08/2025","1802591 1802593","12/08/2025","18/08/2025",,9,"V00042","ALTRONICS",,"STOCK","Y","DAVID C",,,,,,"Altronics",0.04,,"'-","'-",,
"PO00062","VLPE-106","Term block line plugable 12 way 5.08",,"P2522","AG00005.3","Electrical",12,"L00332",34.8,3.48,38.28,2.9,"$",34.8,3.48,38.28,2.9,"Received","Received","David C","05/08/2025","05/08/2025","14/08/2025",,"12/08/2025","1802591 1802593","12/08/2025","18/08/2025",,9,"V00042","ALTRONICS",,"STOCK","Y","DAVID C",,,,,"$2.89","Altronics",,,"'-","'-",,
"PO00061","A0000560","F190","F190 FLEXIBLE POLYURETHANE - 1.5KG",,"AG000011","WORKSHOP GENERAL SUPPLIES",1,"L00316",108.29,10.83,119.12,108.29,"AUD",108.29,10.83,119.12,108.29,"Received","Received","Admin","05/08/2025","05/08/2025","31/08/2025",,"05/08/2025",4017811,"05/08/2025","06/08/2025",,26,"V00307","BARNES MOULDING AND CASTING SUPPLIES","STEPHEN PAID ON HIS CREDIT CARD",,,,,,,,121.00,"BARNES MOULDING & CASTING SUPPLIES",,,,,,
"PO00061","A00141","FREIGHT INWARD","EXPRESS POST",,"AG00011","FREIGHT INWARD",1,"L00317",18.78,1.88,20.66,18.78,"AUD",18.78,1.88,20.66,18.78,"Received","Received","Admin","05/08/2025","05/08/2025","31/08/2025",,"05/08/2025",4017811,"05/08/2025","06/08/2025",,26,"V00307","BARNES MOULDING AND CASTING SUPPLIES","STEPHEN PAID ON HIS CREDIT CARD",,,,,,,,,,,,,,,
"PO00060","FVL1500HT_01MF_001_REV B","Main Frame 501 - 1500kg Weldment","POWDERCOAT AS PER PO",,"AG00004.1","Vaclift",1,,1,0.1,1.1,1,"$",1,0.1,1.1,1,"Received","Received","David C","01/08/2025","08/08/2025","31/08/2025",1,"11/08/2025",1,"05/10/2025",,,23,"V00183","BUNDALL POWDER COATING",,"STOCK","Y","DAVID C",,"Y",,,,,,,,,,
"PO00059","A0000526","BMGARSUPD20 SUPER BLAST GARNET D 80# TONNE",,"BMGARSUPD20","AG00004.3","Water Jet Cutting",4,"L00307",2380,238,2618,595,"AUD",2380,238,2618,595,"Received","Received","Admin","31/07/2025","31/07/2025","01/08/2025",,"31/07/2025","PF INV JULY","31/07/2025","01/08/2025",,1,"V00198","INDUSTRIAL MINERALS",,,,,,,,,595.00,"INDUSTRIAL MINERALS",,,,,,
"PO00058","A0000484","SS SH 304NO8 DLPE 1.5 X 1219 X 2438",,"S041612248LPE","AG00009.12","Material Raw Sheet & Plate Stainless Steel",1,"L00285",255,25.5,280.5,255,"$",255,25.5,280.5,255,"Received","Received","Admin","30/07/2025","30/07/2025","17/07/2025",,"17/07/2025","012273IB","25/07/2025","30/08/2025","17/07/2025",0,"V00105","TSM - THE STEEL MARKET PTY. LTD",,,,,,"Y",,,255.00,"TSM - THE STEEL MARKET",,,,,,
"PO00058","A0000498","SS SH 304NO8 DLPE 1.5X1500X3048",,"S04161530IFL","AG00009.12","Material Raw Sheet & Plate Stainless Steel",1,"L00286",375,37.5,412.5,375,"$",375,37.5,412.5,375,"Received","Received","Admin","30/07/2025","30/07/2025","17/07/2025",,"17/07/2025","012273IB","25/07/2025","30/08/2025","17/07/2025",0,"V00105","TSM - THE STEEL MARKET PTY. LTD",,,,,,"Y",,,375.00,"THE STEEL MARKET",,,,,,
"PO00058","A00141","FREIGHT INWARD",,,"AG00011","FREIGHT INWARD",1,"L00287",45,4.5,49.5,45,"$",45,4.5,49.5,45,"Received","Received","Admin","30/07/2025","30/07/2025","17/07/2025",,"17/07/2025","012273IB","25/07/2025","30/08/2025","17/07/2025",0,"V00105","TSM - THE STEEL MARKET PTY. LTD",,,,,,"Y",,,,,,,,,,
"PO00057","A00141","FREIGHT INWARD",,,"AG00011","FREIGHT INWARD",1,"L00284",18,1.8,19.8,18,"$",18,1.8,19.8,18,"Received","Received","Kemal","30/07/2025","30/07/2025","07/08/2025",,"30/07/2025","BWSO006266880","31/07/2025","31/07/2025",,8,"V00274","BLACKWOODS","PLEASE FREIGHT TO BLUE WATER ENGINEERING",,,,,,,,,,,,,,,
"PO00057","SHELL RIMULA R3 10W 20L","SHELL RIMUAL R3 10W 20L",,,"AG000011","WORKSHOP GENERAL SUPPLIES",1,"L00283",190.8,19.08,209.88,190.8,"$",190.8,19.08,209.88,190.8,"Received","Received","Kemal","30/07/2025","30/07/2025","07/08/2025",,"30/07/2025","BWSO006266880","31/07/2025","31/07/2025",,8,"V00274","BLACKWOODS","PLEASE FREIGHT TO BLUE WATER ENGINEERING",,,,,,,,,,,,,,,
"PO00056","A0000484","SS SH 304NO8 DLPE 1.5 X 1219 X 2438",,"S041612248LPE","AG00009.12","Material Raw Sheet & Plate Stainless Steel",1,"L00280",255,25.5,280.5,255,"$",255,25.5,280.5,255,"Received","Received","Admin","30/07/2025","30/07/2025","14/07/2025",,"14/07/2025","012169IB","18/07/2025","30/08/2025","14/07/2025",0,"V00105","TSM - THE STEEL MARKET PTY. LTD",,"STOCK","Y","DAVID C",,"Y",,,255.00,"TSM - THE STEEL MARKET",,,,,,
"PO00056","A0000485","S041615308FL SS SH 304NO8 DLPE 1.5 X 1500 X 3048",,"SO41615308FL","AG00009.12","Material Raw Sheet & Plate Stainless Steel",1,"L00281",375,37.5,412.5,375,"$",375,37.5,412.5,375,"Received","Received","Admin","30/07/2025","30/07/2025","14/07/2025",,"14/07/2025","012169IB","18/07/2025","30/08/2025","14/07/2025",0,"V00105","TSM - THE STEEL MARKET PTY. LTD",,"STOCK","Y","DAVID C",,"Y",,,375.00,"TSM - THE STEEL MARKET",375.00,,,,,
"PO00056","A00141","FREIGHT INWARD",,,"AG00011","FREIGHT INWARD",1,"L00282",45,4.5,49.5,45,"$",45,4.5,49.5,45,"Received","Received","Admin","30/07/2025","30/07/2025","14/07/2025",,"14/07/2025","012169IB","18/07/2025","30/08/2025","14/07/2025",0,"V00105","TSM - THE STEEL MARKET PTY. LTD",,"STOCK","Y","DAVID C",,"Y",,,,,,,,,,
"PO00055","12mm Plate Stainless Steel 316 N1","12mm Plate Stainless Steel 316 N1","1 SHEET 1200X2400",,"AG00009.12","Material Raw Sheet & Plate Stainless Steel",2.88,"L00273",2120,212,2332,736.11111111111,"$",2120,212,2332,736.11111111111,"Received","Received","David C","28/07/2025","30/07/2025","31/08/2025",,"28/07/2025","012431IB","31/07/2025","30/08/2025",,32,"V00105","TSM - THE STEEL MARKET PTY. LTD",,"STOCK",,"DERRYN F",,"Y","GRADE N1 IS EQUIVALENT TO 3CR12",,,,,,,,,
"PO00055","A00141","FREIGHT INWARD","FREIGHT CHARGE",,"AG00011","FREIGHT INWARD",1,"L00309",45,4.5,49.5,45,"$",45,4.5,49.5,45,"Received","Received","David C","28/07/2025","31/07/2025","31/08/2025",,"28/07/2025","012431IB","31/07/2025","30/08/2025",,31,"V00105","TSM - THE STEEL MARKET PTY. LTD",,"STOCK",,"DERRYN F",,"Y",,,,,,,,,,
"PO00054","SPD_BAR_065_1000_001","Spreader 65mm 1000mm Weldment","ZINCPLATE",,"AG00004.1","Vaclift",10,,421.34,42.13,463.47,42.134,"$",421.34,42.13,463.47,42.134,"Received","Received","David C","24/07/2025","25/07/2025","29/07/2025",,"24/07/2025","INV-21272","28/07/2025","30/07/2025",,4,"V00122","GOLD COAST ELECTROPLATING",,,,,,,,,,,,,,,,
"PO00054","TB065_2280_001_REV A","Tool Bar 2280 L to Suit Frame 570 W RHS 70 L CTS 1000 kg W.L.L.","ZINCPLATE",,"AG00004.1","Vaclift",6,,252.84,25.28,278.12,42.14,"$",252.84,25.28,278.12,42.14,"Received","Received","David C","24/07/2025","01/08/2025","29/07/2025",,"24/07/2025","INV-21272","28/07/2025","30/07/2025",,0,"V00122","GOLD COAST ELECTROPLATING",,,,,,,,,,,,,,,,
"PO00053","A00141","FREIGHT INWARD","Freight",,"AG00011","FREIGHT INWARD",1,"L00439",50,5,55,50,"$",50,5,55,50,"Received","Received","David C","24/07/2025","13/08/2025","18/08/2025",,"24/07/2025",3132,"17/11/2025",,,5,"V00206","SPECIALISED ANODISING SERVICE",,0,,"DAVID C",,,,,,,,,,,,
"PO00053","PC_TP_650_120_001","Contour Pad Top Plate 650 x 120","ANDIZE COATING INCLUDES $7.00 FREIGHT",,"AG00004.1","Vaclift",25,,455,45.5,500.5,18.2,"$",455,45.5,500.5,18.2,"Received","Received","David C","24/07/2025","04/08/2025","18/08/2025",,"24/07/2025",3132,"17/11/2025",,,14,"V00206","SPECIALISED ANODISING SERVICE",,0,,"DAVID C",,,,,,,,,,,,
"PO00052","A0000451","FINE SILVER RIVETS",,,"AG00004","Blue Water Engineering",70,"L00257",1820,182,2002,26,"$",1820,182,2002,26,"Received","Received","Admin","23/07/2025","23/07/2025","22/07/2025",,"19/07/2025","INV-366","19/07/2025","30/08/2025",,0,"V00074","HANDCRAFT STUDIO",,,,,,,,,26.00,"HANDCRAFT STUDIOS",,,,,,
"PO00051","A0000450-del1769723745","22.3KG PLAIN CARBON RAIL JIS E1103 12.19M ID 102438","PRICE IS FOR 1M NOTE A LENGTH IS 12M L",102438,"AG00004","Blue Water Engineering",12,"L00253",2559.36,255.94,2815.3,213.28,"$",2559.36,255.94,2815.3,213.28,"Received","Received","Admin","23/07/2025","23/07/2025","25/07/2025",,"23/07/2025",23667550,"23/07/2025","23/07/2025",,2,"V00125","INFRABUILD STEEL CENTRE",,,,,,,,,2559.35,"INFRABUILD STEEL  CENTRE",,,,,,
"PO00051","A00141","FREIGHT INWARD",,,"AG00011","FREIGHT INWARD",1,"L00254",93,9.3,102.3,93,"$",93,9.3,102.3,93,"Received","Received","Admin","23/07/2025","23/07/2025","25/07/2025",,"23/07/2025",23667550,"23/07/2025","23/07/2025",,2,"V00125","INFRABUILD STEEL CENTRE",,,,,,,,,,,,,,,,
"PO00050","A0000449","M2410010.9 HB0ZP - M24X100 HEX BOLT ONLY 10.9 Z/P",,"M2410010.9HBOZP","AG00004.1","Vaclift",50,"L00252",197.5,19.75,217.25,3.95,"$",197.5,19.75,217.25,3.95,"Received","Received","Admin","23/07/2025","23/07/2025","22/07/2025",,"22/07/2025","INV-45164","22/07/2025","30/08/2025",,0,"V00128","BUILD IT FASTENERS",,,,,,,,,3.95,"BUILD IT FASTENERS",,,,,,
"PO00049","A0000444","P32 PLATE 5083 H112 32.00 X 1250MM X 2450MM",,"P32","AG00004","Blue Water Engineering",3.063,"L00238",2608.45,260.85,2869.3,851.59973881815,"AUD",2608.45,260.85,2869.3,851.59973881815,"Received","Received","Admin","22/07/2025","22/07/2025","23/07/2025",,"17/07/2025",75215037,"21/07/2025","30/08/2025",,1,"V00114","ACTION ALUMINIUM",,,,,,"N",,,2608.45,"ACTION ALUMINIUM",,,,,,
